Model,Scenario,Region,Variable,Unit,1990,1995,2000,2005,2010,2015,2017,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Dummy,ELV-SSP2-NDC-D0,China,Primary Energy|Hydro,EJ/yr,,,,1.445142944,2.578427002,4.030649902,,4.873785156,,,,,12.58105957,,,,,11.40508008,10.3602998,9.162987305,7.891954102,8.07589209,,8.157662109,,8.256414063,,8.145992188,,7.969308105,,6.312812988
Dummy,ELV-SSP2-NDC-D0,China,Final Energy|Commercial,EJ/yr,,,,1.582667969,2.269860107,3.235552002,,3.273708008,,,,,6.743376953,,,,,9.047626953,11.05226953,12.74758984,14.10880957,14.93319043,,15.44233984,,14.97758984,,13.88446973,,12.53175977,,11.40898047
Dummy,ELV-SSP2-NDC-D0,China,Primary Energy|Biomass,EJ/yr,,,,6.931477982,6.964019043,6.92223584,,6.021158203,,,,,4.241947144,,,,,4.954204834,6.474023621,8.168695435,13.32522919,16.63254077,,20.59283185,,17.89440936,,14.2034065,,7.214207802,,4.766152084
Dummy,ELV-SSP2-NDC-D0,China,Carbon Capture|Storage,Mt CO2/yr,,,,0,0,0,,0,,,,,0.413966884,,,,,44.56087425,50.77513339,76.80847372,117.2735938,151.7242552,,151.7840637,,158.3549968,,151.122512,,138.9487493,,96.76296248
Dummy,ELV-SSP2-NDC-D0,China,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,,,,2275.968631,3208.186031,3839.993716,,4535.45026,,,,,4280.118307,,,,,4722.12418,5160.444856,5606.256128,5626.815161,5136.263133,,3702.761134,,2941.782534,,2485.482375,,1784.680744,,1288.324018
Dummy,ELV-SSP2-NDC-D0,China,Capacity|Electricity|Nuclear,GW,,,,12.218,16.098,31.558,,72.78,,,,,77.54,,,,,77.54,77.8365,81.70463281,95.79542969,135.2045938,,199.0252031,,237.0887969,,213.4380938,,215.9302031,,211.5130938
Dummy,ELV-SSP2-NDC-D0,China,Primary Energy|Other,EJ/yr,,,,0.0004392,0.0004752,0.0004788,,0.002448509,,,,,0.005157847,,,,,0.0132247,0.025893669,0.040567478,0.04164299,0.048884521,,0.05180275,,0.050370361,,0.050328541,,0.04994788,,0.049556721
Dummy,ELV-SSP2-NDC-D0,China,Final Energy|Residential,EJ/yr,,,,11.1632002,13.17625,14.79901953,,16.89896094,,,,,16.54908008,,,,,16.09178027,16.08041992,16.28063965,16.41175977,16.33954004,,14.58883984,,13.08780957,,11.93051953,,10.79907031,,8.877569336
Dummy,ELV-SSP2-NDC-D0,China,Primary Energy|Solar,EJ/yr,,,,0.000340241,0.00264277,0.166100296,,0.980813416,,,,,2.137985107,,,,,2.995728027,4.459198242,6.029058105,6.87475293,7.153178223,,7.553850098,,7.033660156,,6.466995117,,6.061476074,,5.518605957
Dummy,ELV-SSP2-NDC-D0,China,Capacity|Electricity|Wind|Offshore,GW,,,,0,0.1,0.559,,9.118,,,,,11.79795996,,,,,15.16380957,15.89163965,16.72243945,19.9132793,28.9639707,,44.42769922,,49.67110156,,38.33721875,,36.87598828,,36.54733984
Dummy,ELV-SSP2-NDC-D0,China,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,,,8242.720703,11320.69043,13261.2002,,14977.12012,,,,,15602.2998,,,,,14877.83008,13703.0498,13192.86035,12218.08008,11758.20996,,9506.589844,,8286.505859,,7497.746094,,6574.98584,,5612.458008
Dummy,ELV-SSP2-NDC-D0,China,Final Energy,EJ/yr,,,,50.15644141,69.07740625,83.69592188,,92.71563281,,,,,111.7532031,,,,,115.1976016,115.6912969,115.6692031,113.1897031,110.1598984,,103.5523984,,95.86011719,,87.49161719,,79.2884375,,70.45838281
Dummy,ELV-SSP2-NDC-D0,China,Population,million,,,,1354.062988,1393.131958,1431.338989,,1448.319946,,,,,1454.97998,,,,,1450.777954,1435.212036,1408.868042,1373.337036,1329.920044,,1226.855957,,1115.86499,,1005.973022,,901.8355713,,812.477417
Dummy,ELV-SSP2-NDC-D0,China,Final Energy|Transportation|Electricity,EJ/yr,,,,0.079560211,0.31037561,0.610187012,,0.791726624,,,,,1.731277954,,,,,2.367208984,2.83288208,3.48360791,4.388844238,5.159274902,,6.404873047,,6.678452148,,6.567549805,,6.456821777,,6.351453125
Dummy,ELV-SSP2-NDC-D0,China,Primary Energy|Nuclear,EJ/yr,,,,0.335015991,0.415832397,0.746135986,,1.690125977,,,,,1.742178955,,,,,1.7935,1.877228027,2.00575,2.375437012,3.361656982,,4.957373047,,5.927935059,,5.392541016,,5.430255859,,5.401038086
Dummy,ELV-SSP2-NDC-D0,China,Final Energy|Residential and Commercial,EJ/yr,,,,12.74586816,15.44611011,18.03457153,,20.17266895,,,,,23.29245703,,,,,25.13940723,27.13268945,29.02822949,30.52056934,31.27273047,,30.03117969,,28.06539941,,25.81498926,,23.33083008,,20.2865498
Dummy,ELV-SSP2-NDC-D0,China,Capacity|Electricity|Wind|Onshore,GW,,,,1.083959961,30.01003906,131.186,,274.0878125,,,,,316.0091875,,,,,368.8808125,367.1445938,334.6179063,328.3261875,405.04,,549.039125,,597.698,,476.8309063,,496.524,,655.780875
Dummy,ELV-SSP2-NDC-D0,China,Final Energy|Heat,EJ/yr,,,,1.537323975,3.057391113,3.598759033,,3.938657959,,,,,3.995062988,,,,,3.37135791,2.911611084,2.689770996,2.875346924,3.116770996,,3.085487061,,2.918624023,,2.619441895,,2.291762939,,1.949152954
Dummy,ELV-SSP2-NDC-D0,China,Primary Energy|Fossil|w/o CCS,EJ/yr,,,,69.77246301,95.76469312,117.6673208,,131.8857051,,,,,144.5406113,,,,,146.2617402,144.3558359,143.4725078,137.1835391,125.3386191,,102.8785391,,89.88260156,,82.54905078,,72.79915918,,61.18024023
Dummy,ELV-SSP2-NDC-D0,China,Primary Energy,EJ/yr,,,,78.49250781,105.8902969,130.2077969,,147.1399063,,,,,167.5632969,,,,,170.9159063,171.9674063,174.0600938,173.7764063,168.2092969,,153.9614063,,139.1442031,,125.2526016,,107.9973984,,92.97860156
Dummy,ELV-SSP2-NDC-D0,China,Primary Energy|Fossil,EJ/yr,,,,69.77246301,95.76469312,117.6673208,,131.8857051,,,,,144.5461426,,,,,146.3265684,144.5924219,144.268875,138.379541,126.9443633,,104.6910879,,91.56529102,,84.12218164,,74.26881934,,62.10163965
Dummy,ELV-SSP2-NDC-D0,China,Primary Energy|Wind,EJ/yr,,,,0.007631594,0.164166504,0.674877625,,1.685844971,,,,,2.308843994,,,,,3.427586914,4.178342773,4.384209961,4.887818848,5.992808105,,7.956828125,,8.416097656,,6.871211914,,7.00338916,,8.828796875
Dummy,ELV-SSP2-NDC-D0,China,Carbon Capture,Mt CO2/yr,,,,0,0,0,,0,,,,,0.413966884,,,,,44.56087425,50.77513339,76.80847372,117.2735938,151.7242552,,151.7840637,,158.3549968,,151.122512,,138.9487493,,96.76296248
Dummy,ELV-SSP2-NDC-D0,China,Primary Energy|Gas,EJ/yr,,,,1.303545044,2.936320068,5.170062988,,5.241328125,,,,,7.979962891,,,,,9.958380859,13.62733984,19.02582031,23.95036914,26.82685938,,33.04860938,,35.19583984,,37.93405078,,38.83728906,,33.84403906
Dummy,ELV-SSP2-NDC-D0,China,Primary Energy|Non-Biomass Renewables,EJ/yr,,,,1.453553979,2.745711476,4.872106623,,7.542892051,,,,,17.03304652,,,,,17.84161972,19.02373449,19.61682285,19.69616887,21.27076294,,23.72014308,,23.75654224,,21.53452776,,21.08412122,,20.70977254
Dummy,ELV-SSP2-NDC-D0,China,Final Energy|Hydrogen,EJ/yr,,,,3.49E-09,1.21E-06,3.87E-06,,6.65E-06,,,,,0.002460632,,,,,0.007841451,0.017785561,0.03513982,0.05588876,0.074161629,,0.262355896,,0.417228088,,0.466820587,,0.567668884,,0.563342712
Dummy,ELV-SSP2-NDC-D0,China,Final Energy|Electricity,EJ/yr,,,,7.021445801,12.2277002,17.47991016,,20.88001953,,,,,26.6999707,,,,,31.57803906,35.67426953,38.93273047,41.74035938,43.74746094,,44.66173828,,42.78675,,39.28789063,,35.60144141,,32.13884961
Dummy,ELV-SSP2-NDC-D0,China,Emissions|CO2,Mt CO2/yr,,,,6482.131348,9285.829753,10943.26961,,12296.63216,,,,,13079.49146,,,,,12876.84188,12017.27262,11611.68433,10691.67326,9538.892416,,7350.709717,,6146.341757,,5387.624187,,4540.877076,,3755.319255
Dummy,ELV-SSP2-NDC-D0,China,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,,,6201.037553,9019.121064,10740.78612,,12098.17978,,,,,12881.60238,,,,,12695.60765,12187.69326,11764.9654,10901.88406,9644.551863,,7339.698872,,6076.028226,,5334.254322,,4452.70797,,3631.99582
Dummy,ELV-SSP2-NDC-D0,China,Final Energy|Industry|Electricity,EJ/yr,,,,4.870091792,8.49478424,11.53074637,,13.55535654,,,,,15.55572233,,,,,16.62666774,17.42156226,17.66057107,17.85750602,17.97167958,,17.42847744,,16.35695078,,15.02166435,,13.48029102,,12.0232569
Dummy,ELV-SSP2-NDC-D0,China,Primary Energy|Oil,EJ/yr,,,,16.50819922,21.5070293,26.37089063,,27.89008008,,,,,36.95407813,,,,,37.64353125,35.85794922,33.44428125,30.69882031,28.73498047,,26.25686914,,24.0312207,,22.48699023,,21.17349023,,19.42421094
Dummy,ELV-SSP2-NDC-D0,China,Capacity|Electricity|Hydro,GW,,,,46.31867969,55.12576953,144.5842031,,197.6219063,,,,,591.142625,,,,,593.115375,598.5306875,617.154375,643.7843125,659.0938125,,668.671875,,677.8868125,,665.175,,657.3983125,,514.9888125
Dummy,ELV-SSP2-NDC-D0,China,Final Energy|Transportation,EJ/yr,,,,6.200245117,8.858027344,12.95300977,,14.12113965,,,,,22.79657031,,,,,25.10868945,26.31363086,26.79133984,25.23051953,23.38609961,,22.03973047,,21.43978906,,20.65410938,,19.48313086,,18.34221094
Dummy,ELV-SSP2-NDC-D0,China,Final Energy|Agriculture,EJ/yr,,,,0.357580104,0.419057184,0.484287696,,0.493822784,,,,,0.506037408,,,,,0.505961184,0.503346912,0.51076448,0.513374512,0.511508304,,0.497295808,,0.480020912,,0.458737,,0.434435312,,0.413293688
Dummy,ELV-SSP2-NDC-D0,China,Capacity|Electricity|Wind,GW,,,,1.083959961,30.11003906,131.745,,283.2058125,,,,,327.8071475,,,,,384.0446221,383.0362334,351.3403457,348.2394668,434.0039707,,593.4668242,,647.3691016,,515.168125,,533.3999883,,692.3282148
Dummy,ELV-SSP2-NDC-D0,China,Final Energy|Gases,EJ/yr,,,,0.62964447,1.409954956,2.720822021,,3.051679932,,,,,5.836929199,,,,,8.258901367,11.10508984,13.37245996,14.6379502,15.69955957,,15.92857031,,14.95037012,,14.61305957,,13.85957031,,11.62723047
Dummy,ELV-SSP2-NDC-D0,China,Final Energy|Residential and Commercial|Electricity,EJ/yr,,,,1.360686523,2.468045166,3.807991089,,5.135895874,,,,,8.155844238,,,,,11.47143311,14.38958203,16.79424707,18.5369248,19.70455078,,20.01105859,,19.03178809,,17.06905078,,15.11641357,,13.28450684
Dummy,ELV-SSP2-NDC-D0,China,Final Energy|Industry,EJ/yr,,,,24.29886821,36.36117808,42.47573725,,49.18871859,,,,,55.35286707,,,,,52.37769741,48.47436627,45.19270317,42.4307431,40.31062442,,36.87555046,,32.75075926,,28.4640321,,24.99000986,,21.49051158
Dummy,ELV-SSP2-NDC-D0,China,Primary Energy|Coal,EJ/yr,,,,51.96071875,71.32134375,86.12636719,,98.75429688,,,,,99.61210156,,,,,98.72465625,95.10713281,91.79877344,83.73035156,71.38252344,,45.38560938,,32.33823047,,23.70114063,,14.25804004,,8.833389648
Dummy,ELV-SSP2-NDC-D0,China,Primary Energy|Fossil|w/ CCS,EJ/yr,,,,0,0,0,,0,,,,,0.005534317,,,,,0.064827248,0.236575897,0.796370117,1.196004199,1.605748199,,1.812541107,,1.682696899,,1.573131897,,1.469656433,,0.921397308
Dummy,ELV-SSP2-NDC-D0,China,Price|Carbon,USD_2010/t CO2,,,,0,0,0,,0,,,,,4.266772916,,,,,16.56958664,16.56958664,16.56958664,16.56958664,16.56958664,,16.56958664,,16.56958664,,16.56958664,,16.56958664,,16.56958664
Dummy,ELV-SSP2-NDC-D0,China,GDP|MER,billion USD_2010/yr,,,,3330.853436,5613.587655,8151.695822,,10468.54179,,,,,15238.89117,,,,,19579.39312,23392.27851,26908.78806,30136.56518,32800.66881,,36574.48421,,39275.87436,,40947.51162,,41854.31644,,42403.37885
Dummy,ELV-SSP2-NDC-D0,China,GDP|PPP,billion USD_2010/yr,,,,7658.344804,12906.84343,18742.49564,,24069.41825,,,,,32986.86804,,,,,40590.80432,46997.85132,52671.01191,57659.0959,61558.8513,,66645.35106,,69871.4664,,71412.75247,,71799.99414,,71772.84586
